,id,x,y,z,i,j,k,degree,to_remove
2032,0.0,300.0,404.145188432738,65.31972647421809,60.0,80.8290376865476,2.1773242158072694,2.0,False
2033,1.0,340.0,404.145188432738,65.31972647421809,68.0,80.8290376865476,2.1773242158072694,2.0,False
2059,2.0,280.0,438.7862045841155,65.31972647421809,56.0,87.75724091682311,2.1773242158072694,2.0,False
2060,3.0,320.0,438.7862045841155,65.31972647421809,64.0,87.75724091682311,2.1773242158072694,4.0,False
2923,4.0,300.0,415.6921938165305,97.97958971132712,60.0,83.1384387633061,3.265986323710904,7.0,False
2924,5.0,340.0,415.6921938165305,97.97958971132712,68.0,83.1384387633061,3.265986323710904,4.0,False
2949,6.0,280.0,450.3332099679081,97.97958971132712,56.0,90.06664199358161,3.265986323710904,6.0,False
2950,7.0,320.0,450.3332099679081,97.97958971132712,64.0,90.06664199358161,3.265986323710904,5.0,False
2977,8.0,300.0,484.9742261192856,97.97958971132712,60.0,96.99484522385713,3.265986323710904,3.0,False
3760,9.0,300.0,392.5981830489455,130.63945294843617,60.0,78.5196366097891,4.354648431614539,3.0,False
3761,10.0,340.0,392.5981830489455,130.63945294843617,68.0,78.5196366097891,4.354648431614539,2.0,False
3787,11.0,280.0,427.239199200323,130.63945294843617,56.0,85.4478398400646,4.354648431614539,8.0,False
3788,12.0,320.0,427.239199200323,130.63945294843617,64.0,85.4478398400646,4.354648431614539,12.0,False
3789,13.0,360.0,427.239199200323,130.63945294843617,72.0,85.4478398400646,4.354648431614539,2.0,False
3813,14.0,260.0,461.8802153517006,130.63945294843617,52.0,92.37604307034012,4.354648431614539,4.0,False
3814,15.0,300.0,461.8802153517006,130.63945294843617,60.0,92.37604307034012,4.354648431614539,12.0,False
3815,16.0,340.0,461.8802153517006,130.63945294843617,68.0,92.37604307034012,4.354648431614539,2.0,False
3839,17.0,200.0,496.5212315030781,130.63945294843617,40.0,99.30424630061563,4.354648431614539,3.0,False
3840,18.0,240.0,496.5212315030781,130.63945294843617,48.0,99.30424630061563,4.354648431614539,5.0,False
3841,19.0,280.0,496.5212315030781,130.63945294843617,56.0,99.30424630061563,4.354648431614539,4.0,False
3842,20.0,320.0,496.5212315030781,130.63945294843617,64.0,99.30424630061563,4.354648431614539,5.0,False
3866,21.0,220.0,531.1622476544558,130.63945294843617,44.0,106.23244953089116,4.354648431614539,5.0,False
3867,22.0,260.0,531.1622476544558,130.63945294843617,52.0,106.23244953089116,4.354648431614539,4.0,False
3868,23.0,300.0,531.1622476544558,130.63945294843617,60.0,106.23244953089116,4.354648431614539,3.0,False
4031,24.0,340.0,739.0083445627209,130.63945294843617,68.0,147.8016689125442,4.354648431614539,4.0,False
4059,25.0,360.0,773.6493607140985,130.63945294843617,72.0,154.72987214281972,4.354648431614539,3.0,False
4517,26.0,360.0,265.5811238272278,163.2993161855452,72.0,53.116224765445565,5.443310539518174,5.0,False
4518,27.0,400.0,265.5811238272278,163.2993161855452,80.0,53.116224765445565,5.443310539518174,2.0,False
4545,28.0,380.0,300.22213997860536,163.2993161855452,76.0,60.04442799572107,5.443310539518174,4.0,False
4623,29.0,280.0,404.145188432738,163.2993161855452,56.0,80.8290376865476,5.443310539518174,3.0,False
4624,30.0,320.0,404.145188432738,163.2993161855452,64.0,80.8290376865476,5.443310539518174,8.0,False
4650,31.0,260.0,438.7862045841155,163.2993161855452,52.0,87.75724091682311,5.443310539518174,2.0,False
4651,32.0,300.0,438.7862045841155,163.2993161855452,60.0,87.75724091682311,5.443310539518174,12.0,False
4652,33.0,340.0,438.7862045841155,163.2993161855452,68.0,87.75724091682311,5.443310539518174,4.0,False
4676,34.0,240.0,473.4272207354931,163.2993161855452,48.0,94.68544414709862,5.443310539518174,7.0,False
4677,35.0,280.0,473.4272207354931,163.2993161855452,56.0,94.68544414709862,5.443310539518174,11.0,False
4678,36.0,320.0,473.4272207354931,163.2993161855452,64.0,94.68544414709862,5.443310539518174,7.0,False
4679,37.0,360.0,473.4272207354931,163.2993161855452,72.0,94.68544414709862,5.443310539518174,2.0,False
4703,38.0,220.0,508.06823688687064,163.2993161855452,44.0,101.61364737737412,5.443310539518174,10.0,False
4704,39.0,260.0,508.06823688687064,163.2993161855452,52.0,101.61364737737412,5.443310539518174,12.0,False
4705,40.0,300.0,508.06823688687064,163.2993161855452,60.0,101.61364737737412,5.443310539518174,12.0,False
4706,41.0,340.0,508.06823688687064,163.2993161855452,68.0,101.61364737737412,5.443310539518174,9.0,False
4729,42.0,200.0,542.7092530382482,163.2993161855452,40.0,108.54185060764965,5.443310539518174,4.0,False
4730,43.0,240.0,542.7092530382482,163.2993161855452,48.0,108.54185060764965,5.443310539518174,10.0,False
4731,44.0,280.0,542.7092530382482,163.2993161855452,56.0,108.54185060764965,5.443310539518174,9.0,False
4732,45.0,320.0,542.7092530382482,163.2993161855452,64.0,108.54185060764965,5.443310539518174,5.0,False
4733,46.0,360.0,542.7092530382482,163.2993161855452,72.0,108.54185060764965,5.443310539518174,2.0,False
4758,47.0,260.0,577.3502691896257,163.2993161855452,52.0,115.47005383792514,5.443310539518174,4.0,False
4786,48.0,320.0,611.9912853410033,163.2993161855452,64.0,122.39825706820065,5.443310539518174,2.0,False
4811,49.0,220.0,646.6323014923809,163.2993161855452,44.0,129.32646029847618,5.443310539518174,2.0,False
4813,50.0,300.0,646.6323014923809,163.2993161855452,60.0,129.32646029847618,5.443310539518174,2.0,False
4814,51.0,340.0,646.6323014923809,163.2993161855452,68.0,129.32646029847618,5.443310539518174,4.0,False
4815,52.0,380.0,646.6323014923809,163.2993161855452,76.0,129.32646029847618,5.443310539518174,3.0,False
4837,53.0,200.0,681.2733176437583,163.2993161855452,40.0,136.25466352875168,5.443310539518174,3.0,False
4838,54.0,240.0,681.2733176437583,163.2993161855452,48.0,136.25466352875168,5.443310539518174,5.0,False
4840,55.0,320.0,681.2733176437583,163.2993161855452,64.0,136.25466352875168,5.443310539518174,5.0,False
4841,56.0,360.0,681.2733176437583,163.2993161855452,72.0,136.25466352875168,5.443310539518174,3.0,False
4865,57.0,220.0,715.9143337951359,163.2993161855452,44.0,143.18286675902718,5.443310539518174,3.0,False
4868,58.0,340.0,715.9143337951359,163.2993161855452,68.0,143.18286675902718,5.443310539518174,4.0,False
4869,59.0,380.0,715.9143337951359,163.2993161855452,76.0,143.18286675902718,5.443310539518174,2.0,False
4894,60.0,320.0,750.5553499465134,163.2993161855452,64.0,150.11106998930268,5.443310539518174,4.0,False
4895,61.0,360.0,750.5553499465134,163.2993161855452,72.0,150.11106998930268,5.443310539518174,10.0,False
4922,62.0,340.0,785.196366097891,163.2993161855452,68.0,157.0392732195782,5.443310539518174,4.0,False
4923,63.0,380.0,785.196366097891,163.2993161855452,76.0,157.0392732195782,5.443310539518174,4.0,False
5381,64.0,340.0,242.4871130596428,195.95917942265424,68.0,48.49742261192856,6.531972647421808,4.0,False
5382,65.0,380.0,242.4871130596428,195.95917942265424,76.0,48.49742261192856,6.531972647421808,5.0,False
5409,66.0,360.0,277.12812921102034,195.95917942265424,72.0,55.42562584220407,6.531972647421808,10.0,False
5410,67.0,400.0,277.12812921102034,195.95917942265424,80.0,55.42562584220407,6.531972647421808,6.0,False
5435,68.0,340.0,311.7691453623979,195.95917942265424,68.0,62.353829072479584,6.531972647421808,2.0,False
5436,69.0,380.0,311.7691453623979,195.95917942265424,76.0,62.353829072479584,6.531972647421808,3.0,False
5487,70.0,260.0,381.051177665153,195.95917942265424,52.0,76.2102355330306,6.531972647421808,2.0,False
5488,71.0,300.0,381.051177665153,195.95917942265424,60.0,76.2102355330306,6.531972647421808,3.0,False
5515,72.0,280.0,415.6921938165305,195.95917942265424,56.0,83.1384387633061,6.531972647421808,6.0,False
5516,73.0,320.0,415.6921938165305,195.95917942265424,64.0,83.1384387633061,6.531972647421808,11.0,False
5517,74.0,360.0,415.6921938165305,195.95917942265424,72.0,83.1384387633061,6.531972647421808,2.0,False
5541,75.0,260.0,450.3332099679081,195.95917942265424,52.0,90.06664199358161,6.531972647421808,9.0,False
5542,76.0,300.0,450.3332099679081,195.95917942265424,60.0,90.06664199358161,6.531972647421808,11.0,False
5543,77.0,340.0,450.3332099679081,195.95917942265424,68.0,90.06664199358161,6.531972647421808,5.0,False
5567,78.0,200.0,484.9742261192856,195.95917942265424,40.0,96.99484522385713,6.531972647421808,4.0,False
5568,79.0,240.0,484.9742261192856,195.95917942265424,48.0,96.99484522385713,6.531972647421808,11.0,False
5569,80.0,280.0,484.9742261192856,195.95917942265424,56.0,96.99484522385713,6.531972647421808,12.0,False
5570,81.0,320.0,484.9742261192856,195.95917942265424,64.0,96.99484522385713,6.531972647421808,12.0,False
5571,82.0,360.0,484.9742261192856,195.95917942265424,72.0,96.99484522385713,6.531972647421808,8.0,False
5593,83.0,180.0,519.6152422706632,195.95917942265424,36.0,103.92304845413264,6.531972647421808,2.0,False
5594,84.0,220.0,519.6152422706632,195.95917942265424,44.0,103.92304845413264,6.531972647421808,12.0,False
5595,85.0,260.0,519.6152422706632,195.95917942265424,52.0,103.92304845413264,6.531972647421808,12.0,False
5596,86.0,300.0,519.6152422706632,195.95917942265424,60.0,103.92304845413264,6.531972647421808,12.0,False
5597,87.0,340.0,519.6152422706632,195.95917942265424,68.0,103.92304845413264,6.531972647421808,10.0,False
5598,88.0,380.0,519.6152422706632,195.95917942265424,76.0,103.92304845413264,6.531972647421808,2.0,False
