,id,x,y,z,i,j,k,degree,to_remove
3447,0.0,405.0,458.99346400575246,48.98979485566356,81.0,91.7986928011505,1.632993161855452,2.0,False
3480,1.0,360.0,484.9742261192856,48.98979485566356,72.0,96.99484522385713,1.632993161855452,3.0,False
3481,2.0,390.0,484.9742261192856,48.98979485566356,78.0,96.99484522385713,1.632993161855452,3.0,False
3514,3.0,375.0,510.9549882328188,48.98979485566356,75.0,102.19099764656376,1.632993161855452,2.0,False
4668,4.0,330.0,285.78838324886476,73.48469228349535,66.0,57.15767664977295,2.4494897427831783,3.0,False
4669,5.0,360.0,285.78838324886476,73.48469228349535,72.0,57.15767664977295,2.4494897427831783,3.0,False
4702,6.0,315.0,311.7691453623979,73.48469228349535,63.0,62.353829072479584,2.4494897427831783,3.0,False
4703,7.0,345.0,311.7691453623979,73.48469228349535,69.0,62.353829072479584,2.4494897427831783,8.0,False
4736,8.0,330.0,337.749907475931,73.48469228349535,66.0,67.5499814951862,2.4494897427831783,2.0,False
4737,9.0,360.0,337.749907475931,73.48469228349535,72.0,67.5499814951862,2.4494897427831783,2.0,False
4842,10.0,435.0,415.6921938165305,73.48469228349535,87.0,83.1384387633061,2.4494897427831783,2.0,False
4874,11.0,390.0,441.67295593006367,73.48469228349535,78.0,88.33459118601273,2.4494897427831783,4.0,False
4875,12.0,420.0,441.67295593006367,73.48469228349535,84.0,88.33459118601273,2.4494897427831783,4.0,False
4876,13.0,450.0,441.67295593006367,73.48469228349535,90.0,88.33459118601273,2.4494897427831783,3.0,False
4907,14.0,345.0,467.6537180435968,73.48469228349535,69.0,93.53074360871936,2.4494897427831783,3.0,False
4908,15.0,375.0,467.6537180435968,73.48469228349535,75.0,93.53074360871936,2.4494897427831783,9.0,False
4909,16.0,405.0,467.6537180435968,73.48469228349535,81.0,93.53074360871936,2.4494897427831783,10.0,False
4910,17.0,435.0,467.6537180435968,73.48469228349535,87.0,93.53074360871936,2.4494897427831783,3.0,False
4911,18.0,465.0,467.6537180435968,73.48469228349535,93.0,93.53074360871936,2.4494897427831783,2.0,False
4941,19.0,360.0,493.63448015713,73.48469228349535,72.0,98.726896031426,2.4494897427831783,7.0,False
4942,20.0,390.0,493.63448015713,73.48469228349535,78.0,98.726896031426,2.4494897427831783,9.0,False
4943,21.0,420.0,493.63448015713,73.48469228349535,84.0,98.726896031426,2.4494897427831783,2.0,False
6064,22.0,360.0,268.46787517317597,97.97958971132712,72.0,53.693575034635195,3.265986323710904,2.0,False
6096,23.0,315.0,294.44863728670913,97.97958971132712,63.0,58.88972745734183,3.265986323710904,3.0,False
6097,24.0,345.0,294.44863728670913,97.97958971132712,69.0,58.88972745734183,3.265986323710904,11.0,False
6098,25.0,375.0,294.44863728670913,97.97958971132712,75.0,58.88972745734183,3.265986323710904,6.0,False
6131,26.0,330.0,320.4293994002423,97.97958971132712,66.0,64.08587988004845,3.265986323710904,9.0,False
6132,27.0,360.0,320.4293994002423,97.97958971132712,72.0,64.08587988004845,3.265986323710904,8.0,False
6236,28.0,435.0,398.3716857408417,97.97958971132712,87.0,79.67433714816835,3.265986323710904,2.0,False
6269,29.0,390.0,424.3524478543749,97.97958971132712,78.0,84.87048957087498,3.265986323710904,4.0,False
6270,30.0,420.0,424.3524478543749,97.97958971132712,84.0,84.87048957087498,3.265986323710904,10.0,False
6271,31.0,450.0,424.3524478543749,97.97958971132712,90.0,84.87048957087498,3.265986323710904,10.0,False
6272,32.0,480.0,424.3524478543749,97.97958971132712,96.0,84.87048957087498,3.265986323710904,3.0,False
6302,33.0,375.0,450.33320996790803,97.97958971132712,75.0,90.06664199358161,3.265986323710904,8.0,False
6303,34.0,405.0,450.33320996790803,97.97958971132712,81.0,90.06664199358161,3.265986323710904,12.0,False
6304,35.0,435.0,450.33320996790803,97.97958971132712,87.0,90.06664199358161,3.265986323710904,12.0,False
6305,36.0,465.0,450.33320996790803,97.97958971132712,93.0,90.06664199358161,3.265986323710904,9.0,False
6330,37.0,180.0,476.3139720814412,97.97958971132712,36.0,95.26279441628824,3.265986323710904,2.0,False
6331,38.0,210.0,476.3139720814412,97.97958971132712,42.0,95.26279441628824,3.265986323710904,4.0,False
6336,39.0,360.0,476.3139720814412,97.97958971132712,72.0,95.26279441628824,3.265986323710904,8.0,False
6337,40.0,390.0,476.3139720814412,97.97958971132712,78.0,95.26279441628824,3.265986323710904,12.0,False
6338,41.0,420.0,476.3139720814412,97.97958971132712,84.0,95.26279441628824,3.265986323710904,9.0,False
6339,42.0,450.0,476.3139720814412,97.97958971132712,90.0,95.26279441628824,3.265986323710904,7.0,False
6364,43.0,195.0,502.29473419497435,97.97958971132712,39.0,100.45894683899488,3.265986323710904,6.0,False
6365,44.0,225.0,502.29473419497435,97.97958971132712,45.0,100.45894683899488,3.265986323710904,3.0,False
6369,45.0,345.0,502.29473419497435,97.97958971132712,69.0,100.45894683899488,3.265986323710904,2.0,False
6370,46.0,375.0,502.29473419497435,97.97958971132712,75.0,100.45894683899488,3.265986323710904,9.0,False
6371,47.0,405.0,502.29473419497435,97.97958971132712,81.0,100.45894683899488,3.265986323710904,3.0,False
7490,48.0,315.0,277.1281292110204,122.47448713915891,63.0,55.42562584220408,4.08248290463863,2.0,False
7491,49.0,345.0,277.1281292110204,122.47448713915891,69.0,55.42562584220408,4.08248290463863,5.0,False
7492,50.0,375.0,277.1281292110204,122.47448713915891,75.0,55.42562584220408,4.08248290463863,3.0,False
7524,51.0,330.0,303.10889132455355,122.47448713915891,66.0,60.62177826491071,4.08248290463863,11.0,False
7525,52.0,360.0,303.10889132455355,122.47448713915891,72.0,60.62177826491071,4.08248290463863,12.0,False
7526,53.0,390.0,303.10889132455355,122.47448713915891,78.0,60.62177826491071,4.08248290463863,2.0,False
7558,54.0,315.0,329.0896534380867,122.47448713915891,63.0,65.81793068761735,4.08248290463863,2.0,False
7559,55.0,345.0,329.0896534380867,122.47448713915891,69.0,65.81793068761735,4.08248290463863,6.0,False
7560,56.0,375.0,329.0896534380867,122.47448713915891,75.0,65.81793068761735,4.08248290463863,3.0,False
7663,57.0,420.0,407.03193977868614,122.47448713915891,84.0,81.40638795573723,4.08248290463863,4.0,False
7664,58.0,450.0,407.03193977868614,122.47448713915891,90.0,81.40638795573723,4.08248290463863,3.0,False
7694,59.0,315.0,433.0127018922193,122.47448713915891,63.0,86.60254037844386,4.08248290463863,2.0,False
7695,60.0,345.0,433.0127018922193,122.47448713915891,69.0,86.60254037844386,4.08248290463863,6.0,False
7696,61.0,375.0,433.0127018922193,122.47448713915891,75.0,86.60254037844386,4.08248290463863,4.0,False
7697,62.0,405.0,433.0127018922193,122.47448713915891,81.0,86.60254037844386,4.08248290463863,11.0,False
7698,63.0,435.0,433.0127018922193,122.47448713915891,87.0,86.60254037844386,4.08248290463863,12.0,False
7699,64.0,465.0,433.0127018922193,122.47448713915891,93.0,86.60254037844386,4.08248290463863,10.0,False
7725,65.0,240.0,458.99346400575246,122.47448713915891,48.0,91.7986928011505,4.08248290463863,2.0,False
7726,66.0,270.0,458.99346400575246,122.47448713915891,54.0,91.7986928011505,4.08248290463863,2.0,False
7727,67.0,300.0,458.99346400575246,122.47448713915891,60.0,91.7986928011505,4.08248290463863,3.0,False
7728,68.0,330.0,458.99346400575246,122.47448713915891,66.0,91.7986928011505,4.08248290463863,8.0,False
7729,69.0,360.0,458.99346400575246,122.47448713915891,72.0,91.7986928011505,4.08248290463863,10.0,False
7730,70.0,390.0,458.99346400575246,122.47448713915891,78.0,91.7986928011505,4.08248290463863,12.0,False
7731,71.0,420.0,458.99346400575246,122.47448713915891,84.0,91.7986928011505,4.08248290463863,12.0,False
7732,72.0,450.0,458.99346400575246,122.47448713915891,90.0,91.7986928011505,4.08248290463863,12.0,False
7733,73.0,480.0,458.99346400575246,122.47448713915891,96.0,91.7986928011505,4.08248290463863,4.0,False
