,id,x,y,z,i,j,k,degree,to_remove
2451,0.0,100.0,334.86315612998294,65.31972647421809,20.0,66.9726312259966,2.1773242158072694,2.0,False
2452,1.0,140.0,334.86315612998294,65.31972647421809,28.0,66.9726312259966,2.1773242158072694,2.0,False
3478,2.0,280.0,242.4871130596428,97.97958971132712,56.0,48.49742261192856,3.265986323710904,2.0,False
3479,3.0,320.0,242.4871130596428,97.97958971132712,64.0,48.49742261192856,3.265986323710904,3.0,False
3486,4.0,600.0,242.4871130596428,97.97958971132712,120.0,48.49742261192856,3.265986323710904,3.0,False
3507,5.0,180.0,277.12812921102034,97.97958971132712,36.0,55.42562584220407,3.265986323710904,2.0,False
3535,6.0,80.0,311.7691453623979,97.97958971132712,16.0,62.353829072479584,3.265986323710904,3.0,False
3536,7.0,120.0,311.7691453623979,97.97958971132712,24.0,62.353829072479584,3.265986323710904,8.0,False
3537,8.0,160.0,311.7691453623979,97.97958971132712,32.0,62.353829072479584,3.265986323710904,9.0,False
3538,9.0,200.0,311.7691453623979,97.97958971132712,40.0,62.353829072479584,3.265986323710904,4.0,False
3543,10.0,400.0,311.7691453623979,97.97958971132712,80.0,62.353829072479584,3.265986323710904,4.0,False
3544,11.0,440.0,311.7691453623979,97.97958971132712,88.0,62.353829072479584,3.265986323710904,3.0,False
3566,12.0,60.0,346.41016151377545,97.97958971132712,12.0,69.28203230275508,3.265986323710904,4.0,False
3567,13.0,100.0,346.41016151377545,97.97958971132712,20.0,69.28203230275508,3.265986323710904,8.0,False
3568,14.0,140.0,346.41016151377545,97.97958971132712,28.0,69.28203230275508,3.265986323710904,7.0,False
3569,15.0,180.0,346.41016151377545,97.97958971132712,36.0,69.28203230275508,3.265986323710904,2.0,False
3574,16.0,380.0,346.41016151377545,97.97958971132712,76.0,69.28203230275508,3.265986323710904,5.0,False
3575,17.0,420.0,346.41016151377545,97.97958971132712,84.0,69.28203230275508,3.265986323710904,4.0,False
3596,18.0,40.0,381.051177665153,97.97958971132712,8.0,76.2102355330306,3.265986323710904,4.0,False
3597,19.0,80.0,381.051177665153,97.97958971132712,16.0,76.2102355330306,3.265986323710904,5.0,False
3604,20.0,360.0,381.051177665153,97.97958971132712,72.0,76.2102355330306,3.265986323710904,3.0,False
3642,21.0,620.0,415.6921938165305,97.97958971132712,124.0,83.1384387633061,3.265986323710904,2.0,False
3671,22.0,560.0,450.3332099679081,97.97958971132712,112.0,90.06664199358161,3.265986323710904,2.0,False
3672,23.0,600.0,450.3332099679081,97.97958971132712,120.0,90.06664199358161,3.265986323710904,8.0,False
3673,24.0,640.0,450.3332099679081,97.97958971132712,128.0,90.06664199358161,3.265986323710904,2.0,False
3703,25.0,580.0,484.9742261192856,97.97958971132712,116.0,96.99484522385713,3.265986323710904,5.0,False
3704,26.0,620.0,484.9742261192856,97.97958971132712,124.0,96.99484522385713,3.265986323710904,4.0,False
3760,27.0,380.0,554.2562584220407,97.97958971132712,76.0,110.85125168440814,3.265986323710904,2.0,False
3761,28.0,420.0,554.2562584220407,97.97958971132712,84.0,110.85125168440814,3.265986323710904,3.0,False
3762,29.0,460.0,554.2562584220407,97.97958971132712,92.0,110.85125168440814,3.265986323710904,3.0,False
3763,30.0,500.0,554.2562584220407,97.97958971132712,100.0,110.85125168440814,3.265986323710904,4.0,False
3791,31.0,400.0,588.8972745734183,97.97958971132712,80.0,117.77945491468365,3.265986323710904,5.0,False
3792,32.0,440.0,588.8972745734183,97.97958971132712,88.0,117.77945491468365,3.265986323710904,4.0,False
3793,33.0,480.0,588.8972745734183,97.97958971132712,96.0,117.77945491468365,3.265986323710904,8.0,False
3794,34.0,520.0,588.8972745734183,97.97958971132712,104.0,117.77945491468365,3.265986323710904,6.0,False
3824,35.0,460.0,623.5382907247958,97.97958971132712,92.0,124.70765814495917,3.265986323710904,2.0,False
3825,36.0,500.0,623.5382907247958,97.97958971132712,100.0,124.70765814495917,3.265986323710904,2.0,False
4509,37.0,580.0,184.75208614068023,130.63945294843617,116.0,36.95041722813605,4.354648431614539,4.0,False
4529,38.0,120.0,219.39310229205776,130.63945294843617,24.0,43.878620458411554,4.354648431614539,2.0,False
4533,39.0,280.0,219.39310229205776,130.63945294843617,56.0,43.878620458411554,4.354648431614539,3.0,False
4534,40.0,320.0,219.39310229205776,130.63945294843617,64.0,43.878620458411554,4.354648431614539,6.0,False
4540,41.0,560.0,219.39310229205776,130.63945294843617,112.0,43.878620458411554,4.354648431614539,3.0,False
4541,42.0,600.0,219.39310229205776,130.63945294843617,120.0,43.878620458411554,4.354648431614539,5.0,False
4564,43.0,300.0,254.03411844343532,130.63945294843617,60.0,50.80682368868706,4.354648431614539,10.0,False
4565,44.0,340.0,254.03411844343532,130.63945294843617,68.0,50.80682368868706,4.354648431614539,4.0,False
4571,45.0,580.0,254.03411844343532,130.63945294843617,116.0,50.80682368868706,4.354648431614539,5.0,False
4572,46.0,620.0,254.03411844343532,130.63945294843617,124.0,50.80682368868706,4.354648431614539,7.0,False
4591,47.0,120.0,288.67513459481285,130.63945294843617,24.0,57.73502691896257,4.354648431614539,3.0,False
4592,48.0,160.0,288.67513459481285,130.63945294843617,32.0,57.73502691896257,4.354648431614539,5.0,False
4593,49.0,200.0,288.67513459481285,130.63945294843617,40.0,57.73502691896257,4.354648431614539,8.0,False
